Serial number,County,Subcounty,Education zone,,,School Name/Learning Institution,"Type of school1_ Public, Private, Informal",GPS Cordinate (Latitudes),GPS Cordinate (Longtitudes),,TSC Code,KNEC Code,MOE Code/ Nemis Code,Sponsor, Land area_ acres,"Level_ Pre primary, Primary, Secondary, Special needs, technical colleges,  Diploma Teacher colleges, Certificate Teacher colleges,  University","Type of school1_ Public, Private, Informal","Registered, Not registered",Type of school2_Boys; Girls; Mixed,Type of school3_Day; Boarding; Both,"Type of school4_Regular, Integrated, Special Needs School",Enrolment,,,TSC Teachers,,County government (e.g. for Pre primary),,BOM/PTA,,"Total Human resources (Teaching staff , Tsc, BOM/PTA, County)",,,Human resources: Curriculum support, Human resources: Non-Teaching staff,"Infrastructure ( No of classrooms, Labs, Boys toilets, Girls Toilets)",,,,,,,,KCPE (for primary),KCSE (Secondary),HT TEL. CONTACT
54,Makueni,Kibwezi,Nthongoni,Kibwezi East,Ivingoni/Nzambani,KITHEINI,Public,-2.734068,38.055126,,4718,18325177,RCMW,,4.5,Primary,Public,Registered,Mixed,Day,Regular,94,96,190,5,3,0,0,0,1,8,1,9,"CSO,QA",,8,0,0,0,6,0,6,0,233.24,,0723656144
55,Makueni,Kibwezi,Ngwata,Kibwezi East,MASONGALENI,KITHIIANI,Public,-2.4361,38.105777,,4478,18325174,,,6 Ha,Primary,Public,Registered,Mixed,Day,Regular,53,65,118,5,2,0,0,0,0,7,0,7,CSO,1,8,0,0,0,2,0,2,0,212.69,,0713234766
56,Makueni,Kibwezi,Nthongoni,Kibwezi East,Ivingoni/Nzambani,KITHINGÍISYO,Public,-2.706942,38.051755,,4778,18325128,VMFA,,5,Primary,Public,Registered,Mixed,Day & Boarding,Regular,146,126,272,3,5,0,0,0,1,8,1,9,CSO,2,12,0,0,0,3,0,3,0,254.25,,0720331598
57,Makueni,Kibwezi,Nthongoni,Kibwezi East,Ivingoni/Nzambani,KIUNDWANI,Public,-2.676667,38.085203,,4786,18325165,7NPE,,2.001,Primary,Public,Registered,Mixed,Day,Regular,77,77,154,4,5,0,0,0,0,9,0,9,CSO,1,8,0,0,0,3,0,3,0,207.52,,0720259425
58,Makueni,Kibwezi,Maikuu,Kibwezi East,THANGE,KIVUTHINI,Public,-2.537211,38.024579,,824305003,18325316,PE4L,DEB,13.2,Primary,Public,Registered,Mixed,Day,Regular,143,117,260,3,6,0,0,0,2,9,2,11,"SDE,DQASO,TSC",2,8,0,0,0,10,0,8,0,280.57,,0725243397
59,Makueni,Kibwezi,Mtito -Andei,Kibwezi East,Mtito - Andei,KIVUTINI,Public,-2.537248,38.024443,,4903,18325190,482Y,,5,Primary,Public,Registered,Mixed,Day,Regular,69,68,137,5,2,0,0,0,0,7,0,7,"CSO,DQASO",1,8,0,0,0,1,0,1,0,241.96,,0721475697
60,Makueni,Kibwezi,Masongoleni,Kibwezi East,MASONGALENI,KITHYULULU,Public,-2.399078,38.175467,,824305013,18325306,JWDE,DEB,8.42 Ha,Primary,Public,Registered,Mixed,Day,Regular,143,131,274,2,6,0,0,2,0,8,2,10,"CSO,MOE,TSC",1,8,0,0,0,6,0,7,0,235.02,,0721349891
61,Makueni,Kibwezi,Masongoleni,Kibwezi East,MASONGALENI,KITHITO,Public,0,0,,8243,N/A,7RCP,,2.6 Ha,Primary,Public,Registered,Mixed,Day,Regular,84,86,170,5,1,0,0,0,0,6,0,6,"CSO,SCDE,TSCD",1,8,0,0,0,2,0,3,0,211.44,,0724434851
62,Makueni,Kibwezi,Kathyaka,Kibwezi West,Kikumbulyu,KITULANI,Public,-2.17617,38.035953,,,,HBCV,,6.5 Ha,Primary,Public,Registered,Mixed,Day,Regular,64,62,126,6,2,0,0,0,1,8,1,9,"CSO,TSC",2,8,0,0,0,4,0,6,0,,,0723694279
63,Makueni,Kibwezi,Kathyaka,Kibwezi West,Kikumbulyu,KIWANZANI,Public,-2.302158,37.966423,,824304065,18325234,T9E4,DEB,21,Primary,Public,Registered,Mixed,Day,Regular,138,100,238,4,3,0,0,1,0,7,1,9,"CSO,TSC,CDE,MOE",2,16,0,0,0,4,0,4,0,194.65,,0711533143
64,Makueni,Kibwezi,Kambu,Kibwezi East,Ivingoni/Nzambani,KOMBOYOO,Public,-2.599499,37.992591,,4718,18325123,SPVL,,29,Primary,Public,Registered,Mixed,Day,Regular,190,171,361,3,5,0,0,1,1,8,2,10,"CSO,SCDE",1,9,0,0,0,6,0,6,0,208.76,,0724578574
65,Makueni,Kibwezi,Nthongoni,Kibwezi East,Ivingoni/Nzambani,KONGO,Public,-2.661723,38.028103,,4117,18325161,EH67,DEB,10,Primary,Public,Registered,Mixed,Day,Regular,133,107,240,3,5,0,0,0,2,8,2,10,"CSO,SCDE",1,9,0,0,0,2,0,6,0,255.68,,0721418900
66,Makueni,Kibwezi,Maikuu,Kibwezi East,Nthange,KYAANI,Public,-2.558651,37.978425,,824305018,18325319,TU6T,DEB,16,Primary,Public,Registered,Mixed,Day,Regular,206,196,402,7,4,0,0,1,0,11,1,12,CSO,3,11,0,0,0,6,0,12,0,241.46,,0721912942
67,Makueni,Kibwezi,Kibwezi,Kibwezi West,Kikumbulyu,KWAKYAI,Public,-2.383627,37.999301,,824304044,18325206,6RUV,DEB,5.03 Ha,Primary,Public,Registered,Mixed,Day,Regular,228,183,411,6,4,0,0,0,2,10,2,12,"CSO,MOE",2,11,2,0,0,6,0,9,0,207.91,,0702824740
68,Makueni,Kibwezi,Kathyaka,Kibwezi West,Kikumbulyu,KYANGINYWA,Public,-2.355254,38.11812,,824304052,18325214,LAFG,CEB,5 Ha,Primary,Public,Registered,Mixed,Day,Integrated school,205,201,406,3,7,0,0,2,2,10,4,14,"CSO,TSC",2,13,0,0,0,2,0,5,0,184.13,,0714262000
69,Makueni,Kibwezi,Masongoleni,Kibwezi East,MASONGALENI,KYANGULI,Public,-2.457377,38.111876,,824304101,18325324,ZRQD,DEB,10.1,Primary,Public,Registered,Mixed,Day,Regular,138,104,242,3,3,0,0,0,3,6,3,9,CSO,2,8,0,0,0,4,0,6,0,212.1,,0720547128
70,Makueni,Kibwezi,Masongoleni,Kibwezi East,MASONGALENI,KYUSYANI,Public,-2.423351,38.169025,,824304090,18325339,LHHY,DEB,4,Primary,Public,Registered,Mixed,Day,Regular,67,60,127,4,4,0,0,0,1,8,1,9,"TSC,MOE",1,8,0,0,0,1,0,1,0,224.55,,0721913131
71,Makueni,Kibwezi,Mtito -Andei,Kibwezi East,Mtito - Andei,KYUSYANI DEB,Public,-2.659449,38.253469,,4669,18325147,DA68,,34,Primary,Public,Registered,Mixed,Day,Regular,139,122,261,7,1,0,0,0,0,8,0,8,"CSO,TSC",2,9,0,0,0,4,0,8,0,233.63,,0723236635
72,Makueni,Kibwezi,Masongoleni,Kibwezi East,MASONGALENI,LUKENYA,Public,-2.442932,38.14735,,824305069,18325335,C42Z,DEB,0.82 Ha,Primary,Public,Registered,Mixed,Day,Regular,125,132,257,4,3,0,0,1,0,7,1,8,CSO,,8,0,0,0,4,0,3,0,225.37,,0720860990
73,Makueni,Kibwezi,Maikuu,Kibwezi East,THANGE,MACHINARY TOWNSHIP,Public,-2.522009,38.033995,,824305029,18325227,77QF,DEB,1.03 Ha,Primary,Public,Registered,Mixed,Day,Regular,265,279,544,4,10,0,0,0,0,14,0,14,CSO,,15,0,0,0,9,0,9,0,278.26,,0724442710
74,Makueni,Kibwezi,Maikuu,Kibwezi East,Nthange,MAIKUU,Public,-2.488125,37.977354,,824304074,18325308,NXEK,DEB,6.37 Ha,Primary,Public,Registered,Mixed,Day,Regular,119,109,228,1,7,0,0,0,0,8,0,8,"CSO,MOEST,TSC",2,8,0,0,0,4,0,8,0,231.6,,0727044136
75,Makueni,Kibwezi,Nthongoni,Kibwezi East,Ivingoni/Nzambani,MAIA ATATU ,Public,-2.651387,38.100409,,824304125,18325170,UTFE,DEB,5.8,Primary,Public,Registered,Mixed,Day & Boarding,Integrated school,100,104,204,5,5,0,0,2,0,10,2,12,CSO,2,8,0,0,0,10,0,8,0,290,,0720753304
76,Makueni,Kibwezi,Kathyaka,Kibwezi East,Kikumbulyu,MAKAANI,Public,-2.23718,38.051935,,824304064,18325233,N9K7,DEB,7,Primary,Public,Registered,Mixed,Day,Regular,98,83,181,5,4,0,0,0,0,9,0,9,CSO,2,8,0,0,0,4,0,4,0,215.89,,0720490889
77,Makueni,Kibwezi,Kambu,Kibwezi East,Ivingoni/Nzambani,MAKOKANI,Public,-2.58263,38.018154,,4683,18325135,M8XQ,,5.9,Primary,Public,Registered,Mixed,Day,Regular,142,129,271,4,4,0,0,0,1,8,1,9,CSO,2,8,0,0,0,6,0,10,0,291.93,,0711893811
78,Makueni,Kibwezi,Masongoleni,Kibwezi East,MASONGALENI,MAKUTANO,Public,-2.384974,38.108464,,824304100,18325321,LHLP,DEB,25,Primary,Public,Registered,Mixed,Day,Integrated school,216,189,405,4,4,0,0,1,0,8,1,9,"CSO,DQAO",1,14,0,0,0,10,0,8,0,210.28,,0724168357
79,Makueni,Kibwezi,Mtito -Andei,Kibwezi East,Mtito - Andei,MAKUTANO DEB,Public,-2.578978,38.265471,,4666,18325152,AWHQ,,22,Primary,Public,Registered,Mixed,Day & Boarding,Regular,139,106,245,4,4,0,0,12,6,8,18,26,CSO,1,8,0,0,0,4,0,4,0,249.82,,0722501761
80,Makueni,Kibwezi,Kathyaka,Kibwezi West,Kikumbulyu,MALEMBWA,Public,-2.242634,38.01023,,4145,18325238,KCKA,CEB,,Primary,Public,Registered,Mixed,Day,Regular,59,75,134,4,3,0,0,1,0,7,1,8,CSO,1,8,0,0,0,5,0,3,0,243.14,,0724237281
81,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mang'ele,Public,-2.703781,38.076827,,824305042,18325124,KCSH,CEB,24 Acres,Primary,Public,Registered,Mixed,Day,Regular,138,109,247,4,4,0,0,0,0,8,0,8,CSO,1,8,0,0,0,2,0,4,0,213.27,,720858656
82,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Matangini,Public,-2.707272,38.11276,,824304110,18325136,AJ2P,CEB,12 Acres,Primary,Public,Registered,Mixed,Day,Regular,109,111,220,4,4,0,0,0,0,8,0,8,"CSO, DQASO, SCDE",2,8,0,0,0,6,0,6,0,230.74,,712594631
83,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Matinga,Public,-2.363204,38.013466,,824304060,18325204,5X6F,CEB,4.88 Ha,Primary,Public,Registered,Mixed,Day,Regular,214,218,432,4,6,0,0,0,0,10,0,10,"CSO, MOE , TSC, KNEC",2,10,0,0,0,4,0,4,0,240.64,,711100343
84,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Masaku Ndogo,Public,-2.373598,38.143619,,184304079,18325307,LEVC,CEB,8 Acres,Primary,Public,Registered,Mixed,Day,Regular,120,127,247,2,4,0,0,0,0,6,0,6,"CSO, QA, TC, TSC, MOE",2,8,3,0,0,6,0,6,0,232.79,,720855376
85,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Masalani ,Public,-2.323354,38.11441,,824304051,18325215,9FBT,CEB,21 Acres,Primary,Public,Registered,Mixed,Day,Regular,124,114,5,3,0,0,0,0,0,8,0,8,"CSO, QAO",2,8,0,0,0,2,0,7,0,256.97,,710286199
86,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Masimbani,Public,-2.366643,38.130523,,824304048,18325301,,CEB,50 Acres,Primary,Public,Registered,Mixed,Day,Regular,127,131,258,2,5,0,0,0,0,7,0,7,"CSO, QASO,",2,8,0,0,0,3,0,4,0,188.08,,712232912
87,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Masongaleni,Public,-2.490751,38.04538,,824304080,18325224,BPG5,CEB,9.88 Acres,Primary,Public,Registered,Mixed,Day,Regular,149,126,275,5,3,0,0,0,0,8,0,8,"CSO, DQASO,",2,10,0,0,0,4,0,8,0,198.34,,720311721
88,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Matulani,Public,-2.680326,38.139918,,824305066,18325172,6CM5,CEB,5 Acres,Primary,Public,Registered,Mixed,Day,Regular,101,31,132,4,4,0,0,0,0,8,0,8,"MOE, TSC, MOE",3,8,0,0,0,8,0,4,0,277.61,,724172908
89,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mavindini,Public,-1.451719,37.554099,,1470114044672,18325168,7BEP,CEB,10 Acres,Primary,Public,Registered,Mixed,Day,Regular,133,109,242,3,4,0,0,0,0,7,0,7,CSO,1,8,0,0,0,4,0,4,0,236.14,,722876244
90,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mbuinzau,Public,-2.388666,37.931316,,824304053,18325216,6WBD,CEB,5 Acres,Primary,Public,Registered,Mixed,Day,Regular,306,323,629,11,0,0,0,1,1,16,2,18,"CSO, SCDE,STC",2,16,0,0,0,10,0,10,0,2301.04,,720623553
91,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mbeetwani,Public,-2.616657,38.196288,,147014044774,18325144,M37Y,CEB,30 Acres,Primary,Public,Registered,Mixed,Day,Regular,139,132,271,6,3,0,0,0,2,9,2,11,"CSO, SCDE",2,8,0,0,0,6,0,6,0,219.73,,720376599
92,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mbotera,Public,-2.70893,38.011297,,824304111,18325138,BQUB,CEB,10 Acres,Primary,Public,Registered,Mixed,Day ,Regular,78,81,159,6,2,0,0,0,1,8,1,9,"SCDE, CSO, TSC-CDE",1,8,0,0,0,5,0,6,0,232.96,,713467030
93,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mbukoni,Public,-2.694857,38.020165,,824305055,18325132,PCSC,CEB,15 Acres,Primary,Public,Registered,Mixed,Day,Regular,167,172,339,5,3,0,0,1,1,8,2,10,"CSO, MOEST",1,8,0,0,0,6,0,12,0,239.08,,722909785
94,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Metava,Public,-2.538569,37.930447,,82430481,18325309,QCG4,CEB,4.53 Ha,Primary,Public,Registered,Mixed,Day,Regular,169,135,304,7,1,0,0,8,9,8,17,25,"CSO, DQASO",2,8,0,0,0,5,0,6,0,167,,728059829
95,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,MIAANI ,Public,-2.624678,38.101779,,824304112,18325737,HXLC,CEB,10 Acres,Primary,Public,Registered,Mixed,Day,Regular,84,86,170,5,3,0,0,1,0,8,1,9,"CSO, SCDE, CDE",1,8,0,0,0,6,0,5,0,197,,727800030
96,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Miamba,Public,-2.620385,38.11974,,177014743,18325154,R4L8,CEB,5.76 Acres,Primary,Public,Registered,Mixed,Day,Regular,57,77,134,2,6,0,0,0,0,8,0,8,"SCO, MOE",3,8,0,0,0,8,0,4,0,261.8,,710135324
97,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Miangeni,Public,-2.659055,38.153437,,147014044771,18325145,RPCY,CEB,6 Acres,Primary,Public,Registered,Mixed,Day,Regular,156,155,311,4,7,0,0,0,0,11,0,11,"CSO, SCDE",2,8,0,0,0,4,0,8,0,232.33,,723227275
98,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Miumoni,Public,-2.489419,38.074245,,824304133,18324332,6MKG,CEB,8 Acres,Primary,Public,Registered,Mixed,Day,Regular,79,58,137,5,2,0,0,2,0,7,2,9,"CSO, MOE, TSC",2,8,1,0,0,3,0,3,0,242.22,,720619295
99,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mitonguni,Public,0,0,,824304118,18325326,6ED7,CEB,14 Acres,Primary,Public,Registered,Mixed,Day,Regular,93,84,177,6,2,0,0,1,1,8,2,10,"CSO, SCDE, County Scool Audit ",2,8,0,0,0,8,0,8,0,217.57,,718168605
100,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mills ,Public,0,0,,824304,18325,NTSU,CEB,5 Acres,Primary,Public,Registered,Mixed,Day,Regular,60,49,109,4,2,0,0,0,1,6,1,7,"CSO, SCQASO",2,6,0,0,0,4,0,4,0,NIL,,733978648
101,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mikuyuni,Public,-2.389386,37.958804,,824304046,18325212,PQJ8,CEB,10 Acres,Primary,Public,Registered,Mixed,Day,Regular,359,354,713,5,9,0,0,1,1,14,2,16,"CSO, DQASO, SCDE, CDE, SCHR",2,14,0,0,0,8,0,12,0,208.86,,711477815
102,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mikouani,Public,0,0,,147014044674,18325164,5LAK,CEB,12.33 Acres,Primary,Public,Registered,Mixed,Day,Regular,75,87,162,6,1,0,0,0,0,7,0,7,"SCDE, TSC, MOE, CSO",1,8,0,0,0,1,0,1,0,250.63,,721349568
103,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Misani,Public,-2.627568,38.308908,,147014044671,18325158,CRJR,CEB,20 Acres,Primary,Public,Registered,Mixed,Day,Regular,5,8,13,5,1,0,0,0,0,6,0,6,CSO,1,6,2,0,0,2,0,2,0,NIL,,723540215
104,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Misuuni ,Public,-2.545769,38.200321,,014044752,18325107,LAFU,CEB,15 Acres,Primary,Public,Registered,Mixed,Day,Intergrated,137,134,271,3,4,0,0,0,1,7,1,8,"CSO, SCDE",1,8,0,0,0,4,0,6,0,199.98,,720897795
105,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mitamboni,Public,-2.601759,38.139165,,147014044757,18325151,VC7Q,CEB,17 Acres,Primary,Public,Registered,Mixed,Day,Regular,176,128,304,4,5,0,0,0,1,9,1,9,"TSC, CSO, Nnational Govn'",2,9,0,0,0,8,0,8,0,225.37,,710575864
106,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mikauni ,Public,-2.035876,37.887297,,8243041,18325,3M8Z,CEB,0.5 hA,Primary,Public,Registered,Mixed,Day,Regular,39,23,62,2,3,0,0,0,0,5,0,5,"MOE, CSO, ",0,7,0,0,0,1,0,1,0,NIL,,721423098
107,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Mitooni ,Public,-2.538313,38.176228,,147014044792,18325176,HU89,CEB,23.56 ACRES,Primary,Public,Registered,Mixed,Day ,Regular,82,60,142,2,2,0,0,0,0,7,0,7,"CSO, CEMASTICIA, County Auditors",1,6,0,0,0,2,0,2,0,192.96,,723904281
108,Makueni,Kibwezi,Nthongoi,Kibwezi East,Ivingoni/ Nzambani,Molemuni,Public,-2.584552,38.074932,,147014044740,18325117,LDC3,CEB,8 ACRES,Primary,Public,Registered,Mixed,Day &Boarding ,Intergrated,351,312,663,6,12,0,0,1,1,18,2,20,"CSO, MOE, TSC, KNEC",4,10,0,0,0,8,0,8,0,271.75,,710572398
109,Makueni,Kibwezi,Kathyaka,Kibwezi west,Kikumbulyu N.,Mtito Andei,Public,-2.694127,38.170726,,147014044725,18325146,6595,CEB,8 Acres,Primary,Public,Registered,Mixed,Day &Boarding ,Regular,343,359,702,7,13,0,0,1,0,20,1,21,CSO,4,15,0,0,0,6,0,14,0,262.98,,725405050
110,Makueni,Kibwezi,Kathyaka,Kibwezi west,Kikumbulyu N.,Mukononi,Public,-2.245854,37.959589,,824304056,18325218,CRNH,CEB,12.8 Acres,Primary,Public,Registered,Mixed,Day,Regular,174,180,354,8,2,0,0,2,2,10,4,14,"CSO, QA",2,16,0,0,0,9,0,10,0,206.64,,710920058
111,Makueni,Kibwezi,Nthongoi,Kibwezi East,Kikumbulyu N.,Muatini,Public,-2.384873,37.983583,,824304047,18325207,4WES,CEB,5.3 Acres,Primary,Public,Registered,Mixed,Day,Regular,345,321,666,2,13,0,0,1,1,15,2,17,"CSO, DQASO,",2,13,0,0,0,11,0,8,0,225.6,,728120286
112,Makueni,Kibwezi,Nthongoi,Kibwezi East,Kikumbulyu N.,Mukanda,Public,-2.677343,38.060288,,824304113,18325139,EDQY,CEB,40 Acres,Primary,Public,Registered,Mixed,Day,Regular,141,141,282,6,2,0,0,0,2,8,2,10,"CSO, SCDE, QASOs",2,8,0,0,0,3,0,6,0,239.57,,727506067
113,Makueni,Kibwezi,Nthongoi,Kibwezi East,Kikumbulyu N.,Muangeni ,Public,-2.001427,37.879662,,824305067,18325338,,CEB,2 Acres,Primary,Public,Registered,Mixed,Day,Regular,64,59,123,3,2,0,0,2,0,6,2,8,"CSO,",1,8,1,0,0,2,0,2,0,183.84,,716393661
114,Makueni,Kibwezi,Nthongoi,Kibwezi East,Kikumbulyu N.,Muliluni,Public,-2.490797,38.122106,,147014044764,1832119,FJJB,CEB,5.92 Acres,Primary,Public,Registered,Mixed,Day,Regular,113,112,225,3,4,0,0,0,0,7,0,7,"CSO, SCDE, QASCO",1,5,0,0,0,3,0,6,0,269.98,,722409828
115,Makueni,Kibwezi,Maikuu,Kibwezi East,Thange,Muthungue ,Public,-2.498475,37.998393,,824304082,18325310,GQQT,CEB,13 Acres,Primary,Public,Registered,Mixed,Day,Intergrated,117,83,200,3,5,0,0,1,0,8,1,9,CSO,1,8,0,0,0,6,0,6,0,231.13,,723471494
116,Makueni,Kibwezi,Maikuu,Kibwezi East,Thange,Muthingiini,Public,-2.601129,38.046069,,147014044770,18325122,63NA,CEB,9 Acres,Primary,Public,Registered,Mixed,Day,Regular,182,174,356,7,3,0,0,0,1,10,1,11,"CSO,TSC, MOE, IMLANGO",1,10,0,0,0,12,0,8,0,262.17,,727054638
117,Makueni,Kibwezi,Maikuu,Kibwezi East,Thange,Muusini ,Public,-2.473462,37.97107,,824304085,18325313,,CEB,3.22 Acres,Primary,Public,Registered,Mixed,Day,Regular,215,169,384,3,9,0,0,0,1,12,0,13,"CSO, TSC, SCDE",2,8,0,0,0,8,0,9,0,256.19,,721603725
118,Makueni,Kibwezi,Nthongoni,Ivingoni/ Mzambani,Nthongoni,Mutomo,Public,-2.622388,38.081658,,824305053,18325130,3BRY,CEB,5 Acres,Primary,Public,Registered,Mixed,Day,Regular,145,115,260,5,4,0,0,1,1,9,2,11,CSO,2,8,0,0,0,6,0,5,0,228.77,,729892771
119,Makueni,Kibwezi,Masongaleni,Kibwezi East,Masongaleni,Mwanyani,Public,-2.467012,38.083948,,824304098,18325328,5AWF,CEB,19.7 Acres,Primary,Public,Registered,Mixed,Day,Regular,147,104,251,5,3,0,0,0,1,8,1,9,"CSO,",2,8,0,0,0,2,0,3,0,201.02,,713984549
120,Makueni,Kibwezi,Nthongoni,Kibwezi east,Ivingoni/Nzambani,Mwitasyano primary,Public,-2.736119,38.040183,,8244304114,18325140,Z484,,10,Primary,Public,Registered,Mixed,Day,Intergrated,182,200,382,6,2,0,0,2,1,8,3,11,C.S.O,3,11,0,0,0,5,0,7,0,,,0712235382
121,Makueni,Kibwezi,Masongaleni,kibwezi east,Masongaleni,Ndauni primary,Public,-2.460181,38.058593,,824304123,18325323,AMMN,,0,Primary,Public,Registered,Mixed,Day,Regular,161,177,338,4,5,0,2,1,1,9,4,13,"C.S.O,T.S.C",2,10,0,0,0,10,0,10,0,,,0724200971
122,Makueni,Kibwezi,Kathyaka,kibwezi east,Kikumbulyu North,Ngaikini pri,Public,-2.214185,37.968966,,824304062,18325223,J6KC,,5.9HA,Primary,Public,Registered,Mixed,Day,Regular,141,146,287,4,4,0,0,2,0,8,2,10,"C.S.O,Q.A.S.O",2,8,0,0,0,4,0,6,0,,,0727744091
123,Makueni,Kibwezi,Mtito-Andei,kibwezi east,Mtito-Andei,Ngilani primary,Public,-2.591963,38.199656,,44758,18325,9X53,,6.03,Primary,Public,Registered,Mixed, Day,Regular,40,32,72,4,0,0,0,0,0,4,0,4,"C.S.O,T.S.C, M.O.E",1,8,0,0,0,2,0,2,0,,,0725409041
124,Makueni,Kibwezi,Mtito-Andei,kibwezi east,Mtito-Andei,Ngiluni primary,Public,-2.661955,38.29449,,44668,18325156,HCND,,25,Primary,Public,Registered,Mixed,Day,Regular,123,93,216,6,2,0,0,0,0,8,0,8,"C.S.O,S.C.D.E,",2,6,2,0,0,4,0,4,0,,,0722510194
125,Makueni,Kibwezi,Kibwezi,kibwezi east,Thange,Ngokolani pri,Public,-2.459082,38.032033,,,,SJ4H,,4.5,Primary,Public,Registered,Mixed,Day,Regular,177,141,318,4,4,0,0,1,1,8,2,10,"M.O.E,C.S.O, S.C.D.E",2,8,0,0,0,7,0,9,0,,,0720852078
126,Makueni,Kibwezi,Nthongoni,kibwezi east,Ivingoni/Nzambani,Ngomano primary,Public,-2.10295,37.749423,,824304115,18325322,QFHM,,5,Primary,Public,Registered,Mixed,Day,intergrated,158,136,294,2,7,0,0,0,0,9,0,9,C.S.O,0,9,0,0,0,5,0,12,0,,,0724728269
127,Makueni,Kibwezi,Masongaleni,kibwezi east,Masongaleni,Nguuni primary,Public,-2.416682,38.126525,,824304141,18325329,R6T2,,5,Primary,Public,Registered,Mixed,Day,intergrated,104,97,201,3,4,0,0,0,0,7,0,7,"Q.A, C.S.O",2,8,0,0,0,3,0,4,0,,,0729598625
128,Makueni,Kibwezi,Kambu,kibwezi east,Ivingoni/Nzambani,Nguluni primary,Public,-2.62542,37.973291,,824305056,18325131,3UGZ,,3.2HA,Primary,Public,Registered,Mixed,Day,Regular,135,120,255,6,2,0,0,0,0,8,0,8,C.S.O,1,8,0,0,0,4,0,8,0,,,0723888516
129,Makueni,Kibwezi,Kambu,kibwezi east,Ivingoni/Nzambani,Nooka primary,Public,-2.659135,37.994238,,83225186,1832186,6244,,2HA,Primary,Public,Registered,Mixed,Day,Regular,130,110,240,6,1,0,0,0,1,7,1,8,"Q.A.S.O, C.S.O, M.O.E",2,8,0,0,0,5,0,5,0,,,0718612773
130,Makueni,Kibwezi,Ngwata,kibwezi east,Masongaleni,Ngwata primary,Public,-2.52399,38.05305,,44742,18325114,8f74,,20,Primary,Public,registered,Mixed,Day,intergrated,275,277,552,5,7,0,0,0,0,12,0,12,"C.S.O,S.C.D.E",1,21,0,0,0,16,0,18,0,,,0727439876
131,Makueni,Kibwezi,Kathyaka,kibwezi east,Kikumbulyu North,Nthongoni primary,Public,-1.752711,37.48965,,824304049,18325202,VL2V,,,Primary,Public,Registered,Mixed,Day,Regular,234,172,406,8,3,0,0,0,0,11,0,11,"C.S.O,S.C.D.E,T.S.C,",2,8,0,0,0,5,0,8,0,,,0716970883
132,Makueni,Kibwezi,Mtito-Andei,kibwezi east,Mtito-Andei,Thunguni primary,Public,-2.649327,38.19449,,44776,18325150,44l5,,48,Primary,Public,registered,Mixed,Day,Regular,192,186,378,7,2,0,0,1,0,9,0,10,"Q.A.S.O, C.S.O, ",3,9,0,0,0,4,0,4,0,,,0720897646
133,Makueni,Kibwezi,Kambu,kibwezi east,Nzambani,Nzambani primary,Public,-2.608557,38.018915,,44682,18325134,TYFQ,,8.5,Primary,Public,Registered,Mixed,Day,Regular,270,219,489,2,9,0,0,2,1,11,2,13,"C.S.O,S.D.E,T.S.C",2,14,0,0,0,12,0,12,0,,,0721564788
